name,en_name,size,kcal,sodium,sat_fat,sugar,protein,caffeine,allergy,image,desc_top,desc_bottom
핑크 자몽 피지오,Pink Grapefruit Starbucks Fizzio™,Tall(톨) / 355ml (12 fl oz),185,20,0,43,1,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2018/06/[9200000001321]_20180601160716831.jpg,"신선하게 착즙한 자몽이 스타벅스 만의 수제 탄산음료로 선보입니다.
핑크빛의 생자몽으로 아름다운 비주얼과 신선함을 느껴 보세요.",신선하게 착즙한 자몽이 스타벅스 만의 수제 탄산음료로 선보입니다.
피치 젤리 핫 티,Peach Jelly Hot Tea,Tall(톨) / 355ml (12 fl oz),190,65,0,21,0,40,복숭아,https://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002754]_20200403132406530.jpg,"은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
쫀득한 젤리의 질감으로 입 안에서 가득 퍼지는
스타벅스의 달콤하고 깔끔한 아이스 티를 선사합니다.(Hot Tea로도 즐길 수 있습니다.)",은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
피치 젤리 아이스 티,Peach Jelly Iced Tea,Tall(톨) / 355ml (12 fl oz),120,40,0,13,0,35,복숭아,https://image.istarbucks.co.kr/upload/store/skuimg/2020/04/[9200000002757]_20200403132717649.jpg,"은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
쫀득한 젤리의 질감으로 입 안에서 가득 퍼지는
스타벅스의 달콤하고 깔끔한 아이스 티를 선사합니다.(Hot Tea로도 즐길 수 있습니다.)",은은한 블랙 티에 복숭아의 풍미를 가득 담은 여름 음료의 대명사 아이스 티.
그랜마 애플 블랙 티,Grandma Apple Black Tea,Tall(톨) / 355ml (12 fl oz),230,5,0.2,38,1,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2018/12/[9200000001929]_20181226180215751.jpg,"잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가
마치 할머니의 비밀 레시피같은 묘한 매력의 그랜마 애플 블랙 티를 소개합니다.

오직, Teavana Bar 매장에서만 만날 수 있습니다.","잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가"
라임 패션 티,Lime Passion Tea,Tall(톨) / 355ml (12 fl oz),140,25,0,35,0,150,,https://image.istarbucks.co.kr/upload/store/skuimg/2019/01/[9200000001931]_20190114160428952.jpg,"새콤달콤한 히비스커스와 라임의
이국적인 조화가 매력적인 라임 패션 티를 만나보세요!",새콤달콤한 히비스커스와 라임의 이국적인 조화가 매력적인 라임 패션 티를 만나보세요!
민트 블렌드 티,Mint Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000056]_20160905095218270.jpg,"스피어민트, 페퍼민트, 레몬버베나가 블렌딩된 상쾌한 허브 티 입니다.",태평양 북서지역에서 재배한 페퍼민트와 스피어민트에 따뜻한 타라곤을 곁들인 맑은 상쾌함이 특징인 티 음료 입니다.
아이스 그랜마 애플 블랙 티,Iced Grandma Apple Black Tea,Tall(톨) / 355ml (12 fl oz),230,5,0.2,38,1,40,,https://image.istarbucks.co.kr/upload/store/skuimg/2018/12/[9200000001930]_20181226180250814.jpg,"잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가
마치 할머니의 비밀 레시피같은 묘한 매력의 그랜마 애플 블랙 티를 소개합니다.

오직, Teavana Bar 매장에서만 만날 수 있습니다.","잉글리쉬 브렉퍼스트 티와 신선한 사과, 시나몬과 레몬의 가벼운 터치가"
아이스 라임 패션 티,Iced Lime Passion Tea,Tall(톨) / 355ml (12 fl oz),90,15,0,22,0,93,,https://image.istarbucks.co.kr/upload/store/skuimg/2019/01/[9200000001933]_20190114160516783.jpg,"새콤달콤한 히비스커스와 라임의
이국적인 조화가 매력적인 라임 패션 티를 만나보세요!",새콤달콤한 히비스커스와 라임의 이국적인 조화가 매력적인 라임 패션 티를 만나보세요!
아이스 민트 블렌드 티,Iced Mint Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000059]_20160905100053426.jpg,"스피어민트, 페퍼민트, 레몬버베나가 블렌딩된 상쾌한 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",시원하게 즐기는 상큼한 허브 티로 페퍼민트와 스피어민트에 따뜻한 타라곤을 곁들인 맑은 상쾌함이 특징인 티 음료 입니다.
아이스 유스베리 티,Iced Youthberry™Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,20,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[9200000000229]_20160905094710349.jpg,"아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티 입니다.","아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티로 선홍빛의 아름다운 수색이 매력적인 허브 티 입니다."
아이스 유자 민트 티,Iced Yuja Mint Tea,Tall(톨) / 355ml (12 fl oz),130,15,0,33,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002574]_20191024172411440.jpg,"달콤한 유자와 알싸하고 은은한 진저,
우릴 수록 상쾌한 민트 티가 조화로운 유자 민트 티.
오직 티바나 바 매장에서만 만날 수 있습니다.","달콤한 유자와 알싸하고 은은한 진저,"
아이스 잉글리쉬 브렉퍼스트 티,Iced English Breakfast Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000019]_20160905100755211.jpg,"인도 아삼, 스리랑카 실론, 중국의 홍차가 블렌딩 된 깊고 그윽한 블랙 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)","인도 아삼, 스리랑카, 중국 세 지역의 블렌딩 홍차로 진한 벌꿀향과 그윽한 몰드향이 특징인 블랙 티 입니다."
아이스 제주 유기 녹차,Iced Jeju Organic Green Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,16,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[400400000094]_20160905100927573.jpg,"우수한 품질의 제주도 산 유기 녹차로만 이루어져 맑은 수색과 신선한 향, 맛이 뛰어난 녹차 입니다.
(약 3분 정도의 티 추출 시간이 소요됩니다.)",제주도에서 유기농법으로 재배된 우수한 품질의 녹차를 스타벅스 매장에서도 편안하게 즐기실 수 있도록 준비한 음료입니다. 청정 지역으로 유명한 제주도에서 유기농법으로 재배된 녹차로 맑고 풍부한 향이 마음까지 맑게 해주는 여유를 즐겨보세요.
아이스 차이 티,Iced Chai Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000049]_20160905101031391.jpg,"진저, 카르다몸, 이국적인 풍미의 시나몬 등이 블렌딩된 블랙 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)",시원하게 즐기는 이국적인 블랙 티로 맛이 진한 인도 블랙 티와 히말라야 원주민 스타일의 향신료를 블렌딩한 차이 티 음료 입니다.
아이스 캐모마일 블렌드 티,Iced Chamomile Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000079]_20160905101225311.jpg,"캐모마일과 라벤더의 부드러운 꽃향이 어우러진 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)","시원하게 즐기는 부드러운 허브 티로 캐모마일과 장미 꽃잎, 그리고 스피아민트로 블렌딩된 우아한 티 음료 입니다."
아이스 히비스커스 블렌드 티,Iced Hibiscus Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000069]_20160905101347336.jpg,"히비스커스, 사과의 풍부한 산미, 레몬그라스 등이 블렌딩된 허브 티 입니다.
(약 5분 정도의 티 추출 시간이 소요됩니다.)","시원하게 즐기는 상큼한 허브 티로 히비스커스와 로즈힙, 달콤한 계피, 파파야, 망고가 블렌딩된 싱그러움이 특징인 티 음료입니다."
유스베리 티,Youthberry™Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,20,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[9200000000226]_20160902191950468.jpg,"아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티 입니다.","아사이베리, 히비스커스, 장미 꽃잎의 핑크빛 컬러가 감도는 수색과 베리류의 새콤함을 느낄 수 있는 화이트 티로 선홍빛의 아름다운 수색이 매력적인 허브 티 입니다."
유자 민트 티,Yuja Mint Tea,Tall(톨) / 355ml (12 fl oz),260,30,0,65,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002572]_20191024172324362.jpg,"달콤한 유자와 알싸하고 은은한 진저,
우릴 수록 상쾌한 민트 티가 조화로운 유자 민트 티.
오직 티바나 바 매장에서만 만날 수 있습니다.","달콤한 유자와 알싸하고 은은한 진저,"
잉글리쉬 브렉퍼스트 티,English Breakfast Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000016]_20160905101803567.jpg,"인도 아삼, 스리랑카 실론, 중국의 홍차가 블렌딩 된 깊고 그윽한 블랙 티 입니다.","인도 아삼, 스리랑카, 중국 세 지역의 블렌딩 홍차로 진한 벌꿀향과 그윽한 몰드향이 특징인 블랙 티 입니다."
자몽 허니 블랙 티,Grapefruit Honey Black Tea,Tall(톨) / 355ml (12 fl oz),125,4.2,0,30,0,40,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/08/[9200000000187]_20160831101015979.jpg,새콤달콤한 자몽과 꿀이 깊고 그윽한 풍미의 스타벅스 티바나의 블랙 티와 만났습니다. 화려한 색감과 톡 쏘는 상큼함이 더해진 스타벅스의 새로운 티 음료입니다.,"새콤달콤한 자몽과 꿀이 어우러진 소스와 스타벅스 티바나의 깊고 그윽한 풍미의 블랙 티가 만났습니다. 자몽 특유의 선명하고 화려한 색감과 톡 쏘는 상큼함을 Hot,Iced 버전으로 즐겨보세요."
제주 유기 녹차,Jeju Organic Green Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,16,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[400400000091]_20160905101907111.jpg,"우수한 품질의 제주도 산 유기 녹차로만 이루어져 맑은 수색과 신선한 향, 맛이 뛰어난 녹차 입니다.",제주도에서 유기농법으로 재배된 우수한 품질의 녹차를 스타벅스 매장에서도 편안하게 즐기실 수 있도록 준비한 음료입니다. 청정 지역으로 유명한 제주도에서 유기농법으로 재배된 녹차로 맑고 풍부한 향이 마음까지 맑게 해주는 여유를 즐겨보세요.
차이 티,Chai Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,45,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000046]_20160905102520658.jpg,"진저, 카르다몸, 이국적인 풍미의 시나몬 등이 블렌딩된 블랙 티 입니다.",맛이 진한 인도 블랙 티와 히말라야 원주민 스타일의 향신료를 블렌딩한 차이 티와 함께 이국적인 풍미가 특징인 티 음료 입니다.
캐모마일 블렌드 티,Chamomile Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000076]_20160905102720294.jpg,캐모마일과 라벤더의 부드러운 꽃향이 어우러진 허브 티 입니다.,"캐모마일과 장미 꽃잎, 그리고 스피아민트로 블렌딩된 우아한 티로 편안한 휴식에 잘 어울리는 티 음료 입니다"
히비스커스 블렌드 티,Hibiscus Blend Brewed Tea,Tall(톨) / 355ml (12 fl oz),0,0,0,0,0,0,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/09/[4004000000066]_20160905103109779.jpg,"히비스커스, 사과의 풍부한 산미, 레몬그라스 등이 블렌딩된 허브 티 입니다.","히비스커스와 로즈힙, 달콤한 계피, 파파야, 망고가 블렌딩된 싱그러움이 특징인 티 음료 입니다."
아이스 자몽 허니 블랙 티,Iced Grapefruit Honey Black Tea,Tall(톨) / 355ml (12 fl oz),125,4.3,0,30,0,35,,https://image.istarbucks.co.kr/upload/store/skuimg/2016/08/[9200000000190]_20160831101044765.jpg,새콤달콤한 자몽과 꿀이 깊고 그윽한 풍미의 스타벅스 티바나의 블랙 티와 만났습니다. 화려한 색감과 톡 쏘는 상큼함이 더해진 스타벅스의 새로운 티 음료입니다.,"새콤달콤한 자몽과 꿀이 어우러진 소스와 스타벅스 티바나의 깊고 그윽한 풍미의 블랙 티가 만났습니다. 자몽 특유의 선명하고 화려한 색감과 톡 쏘는 상큼함을 Hot,Iced 버전으로 즐겨보세요."
그랜마 애플 블랙 밀크 티,Grandma Apple Black Milk Tea,Tall(톨) / 355ml (12 fl oz),320,180,4.2,45,11,30,우유,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002568]_20191024172150506.jpg,"그랜마 애플 블랙 티의 밀크 티 버전.
시나몬과 사과로 만든 할머니의 비밀 레시피로
블랙 티의 풍미가 더욱 풍부해졌습니다.
콜드 폼 위에 올려진 앙증맞은 사과모양이 포인트인
그랜마 애플 블랙 밀크 티를 티바나 바 / 리저브 바에서 느껴보세요.",그랜마 애플 블랙 티의 밀크 티 버전.
돌체 블랙 밀크 티,Dolce Black Milk Tea,Tall(톨) / 355ml (12 fl oz),370,170,8,50,12,45,우유,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002564]_20191024172011855.jpg,"진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고
달콤하게 맛을 낸 스타벅스만의 돌체 블랙 밀크 티를
오직 티바나 바 매장에서만 만날 수 있습니다.",진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고
아이스 그랜마 애플 블랙 밀크 티,Iced Grandma Apple Black Milk Tea,Tall(톨) / 355ml (12 fl oz),275,150,3.2,39,9,30,우유,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002570]_20191024172240718.jpg,"그랜마 애플 블랙 티의 밀크 티 버전.
시나몬과 사과로 만든 할머니의 비밀 레시피로
블랙 티의 풍미가 더욱 풍부해졌습니다.
콜드 폼 위에 올려진 앙증맞은 사과모양이 포인트인
그랜마 애플 블랙 밀크 티를 티바나 바 / 리저브 바에서 느껴보세요.",그랜마 애플 블랙 티의 밀크 티 버전.
아이스 돌체 블랙 밀크 티,Iced Dolce Black Milk Tea,Tall(톨) / 355ml (12 fl oz),270,115,5,38,8,45,우유,https://image.istarbucks.co.kr/upload/store/skuimg/2019/10/[9200000002566]_20191024172100821.jpg,"진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고
달콤하게 맛을 낸 스타벅스만의 돌체 블랙 밀크 티를
오직 티바나 바 매장에서만 만날 수 있습니다.",진한 홍차에 부드러운 우유와 연유 시럽으로 향긋하고
아이스 제주 유기농 말차로 만든 라떼,Iced Malcha Latte from Jeju Organic farm,Tall(톨) / 355ml (12 fl oz),155,95,3.6,16,6,60,우유,https://image.istarbucks.co.kr/upload/store/skuimg/2019/12/[9200000002499]_20191227100221314.jpg,차광재배한 어린 녹찻잎을 곱게 간 제주 유기농 말차를 사용하였습니다. 깊고 진한 말차 본연의 맛과 향을 시원하고 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼를 만나보세요.,차광재배한 어린 녹찻잎을 곱게 간 제주 유기농 말차를 사용하였습니다. 깊고 진한 말차 본연의 맛과 향을 시원하고 부드럽게 즐길 수 있는 제주 유기농 말차로 만든 라떼를 만나보세요.
